"","n","beta","a","sd","wt_stat","wt_conclusion"
"6305",314,0.535152267315425,-4.22082774706651,6.37873596493751,3.17131128104221,0
"6306",149,0.574180106981657,-0.484786176867783,2.85650119481651,2.30414083091617,0
"6307",157,0.996502399328165,-2.72271359872539,5.03645488395434,0.977248903248536,0
"6308",367,0.518734708894044,-1.19628346222453,4.29857553825646,0.858513125915807,0
"6309",190,0.734473367687315,1.2053256678395,3.75847943139596,0.35694755430089,0
"6310",249,0.833306418149732,1.23078633941477,3.471502196701,2.54331525762476,0
"6311",264,0.960500055458397,2.60409281786997,4.44647320777853,0.253846464068454,0
"6312",348,0.620069312048145,-2.780665799079,5.04498081924458,3.71471864858003,0
"6313",402,0.667045603622682,-0.402274433081038,2.88703083805113,1.50649172394816,0
"6314",165,0.856273098615929,3.26922233490041,4.40328350927747,1.57678965669611,0
"6315",355,0.673025587107986,2.93522277828306,5.44198117699329,0.826366621145477,0
"6316",212,0.87425773544237,-4.61375596841099,5.88520002073259,3.10598947508986,0
"6317",223,0.805082775768824,1.20346759771928,3.21310313940896,1.3543007798848,0
"6318",142,0.851657113642432,-1.654231460148,3.22462587180605,1.03279554737195,0
"6319",356,0.618833553860895,1.74919596362161,4.15108135902817,2.31686023470483,0
"6320",184,0.993405474815518,2.8169347263989,3.82309876353754,3.80405750132621,0
"6321",471,0.829005792969838,-3.42452380092582,6.28955061806802,1.65969109346859,0
"6322",472,0.584999157581478,4.11696729632095,5.61939056671035,4.13190249584597,0
"6323",104,0.942612286889926,-2.50410267539555,4.00985831141857,8.43196396119233,1
"6324",182,0.659360916120932,-3.44578337147832,4.92920257767983,2.31270259843638,0
"6325",488,0.667818128829822,-3.35790147182997,4.599684862867,2.93820375875863,0
"6326",197,0.868809568462893,-1.71170500511071,3.60187592151442,2.24089562374374,0
"6327",345,0.897808982641436,-2.98438889338868,4.60179662759279,0.464164590276417,0
"6328",324,0.927639697678387,-0.839482304384001,3.14673905773406,1.32175538244255,0
"6329",212,0.898793503176421,3.27711606723024,5.12177861671289,1.31133042944746,0
"6330",496,0.735620285035111,-2.13537598125404,5.03115513402819,0.454581344736479,0
"6331",336,0.92749344476033,0.191331643681042,3.51730027672982,4.4826621457538,0
"6332",427,0.680656251963228,2.13451029284624,4.48952436700656,2.00442947894919,0
"6333",462,0.932231481652707,1.5697760768584,3.2880080144873,0.58134498718802,0
"6334",198,0.908287290134467,-0.226932425401174,2.7568395633295,0.572662875281054,0
"6335",243,0.932302435161546,3.46577844308922,5.64671077272837,2.47362426193152,0
"6336",225,0.850366984610446,-3.30594716818305,5.02313924995552,0.719118722462173,0
"6337",338,0.738491827622056,0.489035067940131,2.41992682941174,0.864819764953438,0
"6338",207,0.599806375917979,-1.86095751931425,3.46524036264827,10.0676245972275,1
"6339",426,0.732966861920431,3.21960563267348,5.25788361777712,0.379692928268011,0
"6340",104,0.563608028227463,2.57787623001495,4.10246588841369,3.31635975358798,0
"6341",456,0.649364759912714,3.07321128406329,6.75190517962345,4.89206528721544,0
"6342",225,0.70302682206966,-0.487838511867449,2.29072462672465,0.231425745940231,0
"6343",492,0.7279382343404,-0.196031947073061,3.2121112693415,7.47782029741068,1
"6344",478,0.836790680652484,-1.32491678631632,4.1731196861195,0.0472187529248139,0
"6345",349,0.649802340543829,-1.75085200074827,3.66691885029538,0.767883600423489,0
"6346",306,0.767604248714633,4.21579917377094,5.68167255000469,0.976539638480983,0
"6347",333,0.627707289182581,3.60975673650391,5.38440728614455,1.73435295807235,0
"6348",126,0.557934386422858,-1.22471352714347,3.41526886659073,1.00502173447303,0
"6349",240,0.76461535540875,4.2651851915638,5.67672055631427,0.3207618131296,0
"6350",335,0.691846811678261,2.50995160305174,4.12312388926232,6.94078919774515,1
"6351",325,0.694511801353656,3.46659746284131,5.2155693938864,1.01721370299192,0
"6352",437,0.635919577907771,-2.73190686174203,4.03099779413027,0.196684375465832,0
"6353",174,0.937142215436324,-1.52516739288112,4.85401056961586,2.67945260857167,0
"6354",245,0.559882349800318,3.94429262711201,6.19336624586607,0.298010320985839,0
"6355",300,0.550813589477912,3.55761289885268,5.09760807553741,0.16589637497544,0
"6356",284,0.650226760655642,-3.69795415581902,5.76785346327621,7.52085695140526,1
"6357",116,0.526437556603923,2.98990671596257,4.47482441562733,2.34997965357451,0
"6358",390,0.544631246826611,3.34845305079361,5.24675907994712,4.5483687547863,0
"6359",395,0.942497274256311,4.8471847702167,7.23204751086557,0.478755396246094,0
"6360",336,0.561049487092532,0.585864910425153,2.78346424181027,6.61464785703279,1
"6361",484,0.916940468596295,3.1276901853038,5.34516774768909,3.78304365570892,0
"6362",421,0.510148661211133,-2.10100603937171,3.92004090801196,0.634619931975163,0
"6363",292,0.665587130701169,1.80533346517477,4.2664666269144,0.270474413560241,0
"6364",256,0.831726836040616,3.47198185222223,5.04588977171053,1.45703858172834,0
"6365",169,0.57875554182101,-0.81117617135169,2.96557896765224,1.29403617731693,0
"6366",419,0.851639015716501,1.4326883039088,4.53001444383769,0.167610911983836,0
"6367",181,0.812055067974143,1.40460149154533,3.09637476934751,3.96540060532891,0
"6368",103,0.512072754674591,-3.85457561076619,5.46649405575663,1.55387366674404,0
"6369",167,0.938555469620042,-2.22090395300183,4.12452857467095,0.943910381006074,0
"6370",118,0.503188663744368,2.6531802141224,3.89742560183192,0.947813763580683,0
"6371",231,0.84821757033933,2.46329169375822,3.90595180435794,1.25869138667239,0
"6372",435,0.668562841718085,1.75108385959174,3.57280976551775,3.73925440143204,0
"6373",190,0.609835284180008,4.2824624423869,5.24140414811586,0.850232674608842,0
"6374",229,0.501152692246251,-1.35251099098241,3.11686498857108,0.353387571560702,0
"6375",378,0.524263231316581,2.24322244552895,4.23184283945825,2.95431517315129,0
"6376",194,0.624727835180238,-3.48533460597973,5.25031551551355,1.24401082890466,0
"6377",160,0.563138722092845,-4.88818596584024,6.82569713285955,0.0448305531757415,0
"6378",136,0.681355595123023,-1.14936653475743,2.79661845934024,2.97823598066257,0
"6379",204,0.822311848169193,3.09913099182304,5.15115227678395,0.425479796125718,0
"6380",343,0.632942000986077,-1.71891839135205,3.91447895340368,3.38897015593455,0
"6381",289,0.715606991201639,-4.32614809243241,6.05301911194183,2.17965992442721,0
"6382",461,0.95861858734861,4.69638322152896,7.14712864736775,0.897018675142025,0
"6383",483,0.710953730158508,-1.99407405047677,3.64236257843462,0.59863649347318,0
"6384",132,0.877233790582977,-2.1176081292564,3.45083908181035,1.63403299542529,0
"6385",397,0.712685396661982,4.57275784077356,5.93843606916492,1.8160425419856,0
"6386",367,0.808043268858455,1.69831455615349,4.32474867241626,2.33400224743543,0
"6387",380,0.747343110502698,3.12308792147087,4.91336047319091,0.745390370068452,0
"6388",109,0.889731118339114,0.71661813108949,2.59662343965255,0.406904331977102,0
"6389",325,0.756338953622617,0.499324532074388,2.91098871672424,1.06625986413777,0
"6390",316,0.895074654952623,-4.57711995805148,6.23814277865061,1.73931919304804,0
"6391",471,0.954503854271024,-3.91589823934482,5.42050451741866,1.45205356873394,0
"6392",444,0.600347674335353,2.11865261947969,4.04075453127149,0.994927918562324,0
"6393",303,0.905063625308685,0.312759680231102,3.25587922180896,3.11579964952191,0
"6394",107,0.9216624784749,1.8907032097457,4.14107511832585,2.62628544745229,0
"6395",176,0.655140991206281,-0.118799420213327,2.81736262292862,0.324289102786429,0
"6396",436,0.674139268114232,2.07707044502022,4.16125198468642,3.35632913477235,0
"6397",384,0.893319247756153,-2.82701783792581,5.50804249335074,0.859543304709152,0
"6398",113,0.878069546655752,-2.56340476658661,4.39570830002569,0.780677575809644,0
"6399",303,0.912544030346908,2.69469989824574,4.86422417807103,5.16328787882229,0
"6400",482,0.563020697445609,0.916633107792586,3.45762355911095,0.8645976069267,0
"6401",162,0.664830371271819,3.46203802864766,4.58538725752627,0.579614748233653,0
"6402",462,0.845470773521811,2.84289655846078,4.682821572785,2.65658779366458,0
"6403",292,0.632171318517067,-4.6343331805896,5.71859155796743,0.0552501549540796,0
"6404",320,0.508318320149556,-1.39467947349185,3.81574575226543,0.639694467726562,0
"6405",102,0.991926962975413,-2.6981653326191,5.54876277315566,0.0455847857670585,0
"6406",285,0.809806229430251,-1.21410495557357,3.23601500679094,0.0622819030680272,0
"6407",471,0.782456211280078,-0.747222234122455,2.9349973629156,2.68014006020312,0
"6408",456,0.819920020527206,0.461416239861865,2.99728510986442,0.491531466031785,0
"6409",356,0.915299324551597,-1.40460889067035,3.43231521063303,0.20839176010596,0
"6410",136,0.973938307259232,3.31627472743858,5.22184898107775,4.88953268027715,0
"6411",147,0.905713216401637,4.92212970198598,6.71907564870079,0.676322840122163,0
"6412",172,0.780651513719931,1.80363408899866,2.79927648688499,0.957410997482448,0
"6413",438,0.53025904961396,-3.07318272251869,4.67828911778472,6.67436124278391,1
"6414",449,0.743075663922355,3.77277277922258,5.45522264959178,7.74184460578031,1
"6415",173,0.81855184584856,-1.78807430187007,3.35016256309475,0.561479980206594,0
"6416",378,0.507166967028752,-2.05814379669027,3.69721581086803,0.73247160103908,0
"6417",419,0.905140159535222,-3.84439626336098,6.4418625657489,0.107130016586304,0
"6418",322,0.642589713912457,0.236181083892006,2.85954912278647,0.78344093733779,0
"6419",258,0.538309387047775,-1.54401295970893,4.13474773909691,6.47821635766768,1
"6420",373,0.928422950790264,-2.33253855837975,5.34157917117645,5.77445944509884,0
"6421",452,0.53883864346426,1.69656554245157,3.81571625120086,2.75432812107868,0
"6422",240,0.811451761517674,3.41473322222009,5.18407662905659,3.58907290736119,0
"6423",473,0.676438815542497,-3.01152931617107,6.01339269368562,0.369010220798504,0
"6424",181,0.783662307658233,4.78625651039183,7.01254779347823,6.86697551173889,1
"6425",163,0.575611629639752,-4.50630855784984,5.37279821194485,4.92099869968022,0
"6426",145,0.837409078027122,4.92978967959061,6.98844185911936,0.348278760125719,0
"6427",103,0.686172569403425,-4.62771323644556,5.20759167954762,4.20311828373127,0
"6428",149,0.585409095860086,-0.638837103173137,3.63150620152983,3.62410504864399,0
"6429",321,0.56102062552236,-2.49062039776472,5.08160816425984,4.08919225027871,0
"6430",279,0.864085462177172,3.51397672498133,5.15804009982591,0.912430058117927,0
"6431",113,0.915888764197007,-4.94503495434765,6.74722611233665,6.14815312432796,1
"6432",240,0.637624971219338,3.0474797238363,5.12638304028134,0.228029864332102,0
"6433",126,0.726591287879273,-1.47588971118676,3.3012442758417,2.12240808871687,0
"6434",258,0.745514225796796,-0.136199158825912,2.9126551008871,0.780672842854495,0
"6435",173,0.647993546677753,3.08509829420364,5.07573332029559,0.582341095520497,0
"6436",330,0.543579643941484,-1.91607646100456,3.38551756385784,1.07919351578801,0
"6437",460,0.524946167133749,0.899710806366056,3.05686235089739,0.496482255611161,0
"6438",336,0.670029821572825,1.17860265021445,3.61639924108221,0.95862078796724,0
"6439",341,0.633849166566506,-3.17333846593974,5.11953666281542,2.16745330585088,0
"6440",123,0.942841720301658,1.42226294712164,2.6016360655695,0.477988771747669,0
"6441",210,0.63620484166313,-2.36671426170506,4.48312005021064,0.761386024871353,0
"6442",279,0.992969669518061,-4.75592608739389,6.67309200841062,0.216350017838843,0
"6443",498,0.651688000070862,-3.5847546850564,5.54392161064471,0.630624395779559,0
"6444",232,0.776721119997092,4.63393556521041,6.3206550131356,4.47274484513467,0
"6445",233,0.641127394745126,1.1358430329361,2.9863937587361,4.46632541656571,0
"6446",476,0.772882512072101,-0.761631800758187,3.29627595873366,0.715671000214778,0
"6447",120,0.61632583104074,3.70331942272605,4.66898585006447,0.167503499263834,0
"6448",179,0.778055318747647,3.76910584546858,6.04092086669133,4.64488199756025,0
"6449",482,0.981044192216359,-3.40040822573937,5.65330527523171,1.67740191028808,0
"6450",492,0.790022362023592,2.9017707324354,4.97632550966028,2.41352760250023,0
"6451",197,0.575889097992331,3.79032719758106,4.94819770087917,2.20757178882014,0
"6452",257,0.957311473437585,-0.985371568205301,3.36804347249859,1.27927775403957,0
"6453",247,0.788369431858882,0.413219264918007,2.75972464569546,1.94923126870081,0
"6454",135,0.794700071332045,-3.05544422729872,4.18383125744957,0.284002960817787,0
"6455",185,0.864944016211666,-3.68630076671252,5.75213557263381,0.929884104759348,0
"6456",454,0.575064268661663,-0.130149131710641,3.03060478217945,2.43131366952881,0
"6457",372,0.754493860760704,-1.9872006332851,4.74282907063832,3.7048575981704,0
"6458",206,0.966984830214642,-2.52098770344164,3.85949669892881,0.0472397816315116,0
"6459",166,0.836176486336626,-4.48231175475521,6.75125482050125,1.84658684898704,0
"6460",226,0.77030773088336,-0.136709575133864,3.05767797741124,1.15448210157261,0
"6461",156,0.878839883254841,-1.24836395207094,2.99069723594105,1.42679805293741,0
"6462",113,0.93798026361037,0.411309447023086,2.85866936147843,0.91767362009062,0
"6463",454,0.766857013339177,-4.44829005695647,6.33028419707662,2.78952485004501,0
"6464",468,0.909550597076304,1.14414436370134,3.28232491290581,0.927982589533911,0
"6465",411,0.792465921491385,-1.94250569648575,4.47951715966455,0.587373340363489,0
"6466",103,0.908918069442734,-0.0998082761769183,3.29848121962003,1.24947259310844,0
"6467",368,0.933624798781238,4.40138287051814,5.50955374139498,0.179220517278738,0
"6468",321,0.80158194003161,-1.2780794651364,3.46465645080009,3.28624851278346,0
"6469",190,0.922739463741891,-2.32120599049376,4.20153234739526,0.411994831685914,0
"6470",187,0.529250585939735,3.37733239127556,4.96876265055987,0.490806060245124,0
"6471",268,0.832786762155592,-1.56893719817745,3.89813111364973,0.47128523446556,0
"6472",184,0.950806685956195,-2.14936478316085,4.4329974948812,0.799900091936094,0
"6473",418,0.6240647129016,-0.496525700087659,3.51859554885428,1.21147710870115,0
"6474",108,0.758558095898479,1.05645176294493,2.98664622110183,2.19815515732968,0
"6475",143,0.651487258612178,-4.3367944848258,5.19845220390056,1.01899841647273,0
"6476",165,0.892581368214451,-3.48127126698382,4.42432316933455,0.682496937609953,0
"6477",403,0.853963264613412,3.96010623880429,5.28443402118278,5.46720233327972,0
"6478",270,0.953356865909882,-3.98061429221416,6.03622321287705,0.037580002788936,0
"6479",196,0.97270009003114,-1.09508798499592,3.04889856861459,1.14508386223595,0
"6480",377,0.805280548287556,-2.54069617881905,4.0255686666573,0.408156593962897,0
"6481",343,0.619745537871495,-3.36353620634181,4.86986236276191,12.7095879957909,1
"6482",144,0.89852036931552,3.27420958604198,4.58984696023467,1.32372580947625,0
"6483",482,0.511776406667195,-0.399739197804593,3.29636661087427,6.70951970555803,1
"6484",336,0.77936973888427,1.42130897631869,3.29659162514426,2.19862170541653,0
"6485",214,0.858235568855889,3.13280530070188,5.10052508085635,0.189090562885906,0
"6486",480,0.581649966887198,3.2044513717643,5.79114886875895,4.97656492659774,0
"6487",477,0.694340939749964,2.27034147999948,5.04517292814138,1.35702308489704,0
"6488",315,0.541685127536766,4.79982893633423,6.50437323614705,0.596335122593328,0
"6489",375,0.572998658404686,-1.10752134675859,2.82421249314286,1.59579525972463,0
"6490",221,0.914180401246995,-2.06108336533653,3.87334064933004,8.71407608273886,1
"6491",486,0.961693507735617,1.34483179639792,4.45112409179999,1.40408967030179,0
"6492",345,0.99645980889909,-4.64134629833279,6.26026484510247,0.300064125365874,0
"6493",277,0.785856491420418,-3.12653024798492,4.68958175328855,1.09584605847984,0
"6494",454,0.8838705427479,3.74971066080034,5.76915076840717,0.00125373079373957,0
"6495",201,0.995001417817548,-3.52878820471233,4.51347000225223,2.1489796046866,0
"6496",487,0.826506523299031,2.35699452443514,5.63069570015789,0.31364524979248,0
"6497",368,0.859533592825755,-1.72923626950942,3.60106415542195,1.62539351263392,0
"6498",136,0.832328397314996,-3.21146150104469,4.58648638521636,1.9711136947425,0
"6499",361,0.932634059921838,3.33193963515805,4.66981039502813,1.23470476653009,0
"6500",321,0.677720924955793,-1.78853284132201,3.4097510196396,10.4696511285947,1
"6501",350,0.613367239711806,1.28772519732593,3.65412847031803,1.70643508252787,0
"6502",170,0.507611191831529,-4.50324259209447,6.75716903753862,7.94928451246325,1
"6503",344,0.658246543956921,-0.979063995066099,3.41712195735445,1.88039869624979,0
"6504",377,0.898220394039527,-3.10810072289314,5.36000247411807,13.2826009217117,1
"6505",191,0.825700698420405,-0.797017866093665,3.51746546773901,0.475191674081889,0
"6506",419,0.780381694086827,0.0719108514487743,3.13470873710273,2.47665870706996,0
"6507",449,0.721788119175471,1.39322263763752,3.32811335061321,10.5902213757079,1
"6508",431,0.923352831043303,-3.08140698367497,5.16263202858732,0.768616806960386,0
"6509",430,0.784434382687323,-4.33761120185954,6.5174779520039,0.391536745933098,0
"6510",166,0.520914725144394,-3.9609886743594,5.16765786733549,1.2775295643297,0
"6511",401,0.884362574201077,-1.6575541029335,4.38110549616833,7.05160570112722,1
"6512",339,0.787489387905225,4.43729275241494,5.78208959235861,2.19175710463422,0
"6513",192,0.726793789304793,-2.67027258132584,3.74398740020871,2.5645036889796,0
"6514",481,0.856209696270525,3.3816737103276,5.10906626512392,0.543678907067185,0
"6515",472,0.645957017550245,0.0750778014305979,2.9210005327141,1.42778126384604,0
"6516",424,0.975561504601501,0.629186113225296,2.9637611050011,2.2670268271076,0
"6517",352,0.611213534721173,-4.17800391068449,5.52710081769372,0.541664925574202,0
"6518",473,0.815036390675232,-1.58284125013743,4.2932430857107,1.69694102787937,0
"6519",419,0.725190020166337,3.23380541567458,4.95451852830808,0.561508438432571,0
"6520",190,0.616913851583377,1.07687723428244,2.90890461694115,3.30771187265971,0
"6521",199,0.776088135433383,3.41390926856548,4.99984322530424,0.154178748443701,0
"6522",297,0.912112903781235,-2.62050172374584,4.18179170927863,0.330043372681638,0
"6523",138,0.529881291207857,0.798443297157064,2.79736527846743,0.472794944892467,0
"6524",234,0.89680933195632,0.740250267961528,2.67711108464084,5.57733676136916,0
"6525",396,0.858194594620727,-1.9757530793082,3.88413215462349,1.41041561300189,0
"6526",122,0.605759737431072,-1.27556578067597,3.58148018279428,0.989873196745776,0
"6527",319,0.660449462360702,-2.4497743371292,4.38091993435333,0.250063296066089,0
"6528",485,0.603054928593338,-4.09210220590467,5.81130551162491,1.00225981274499,0
"6529",298,0.885583313531242,0.874708682310302,2.78594759499874,6.65321007618369,1
"6530",404,0.781349791563116,2.99814320642035,5.1131498703183,0.0908155689571403,0
"6531",141,0.884696270921268,-4.30807056976482,5.1640942203539,1.15128774760102,0
"6532",134,0.636848432943225,2.86808783158194,3.93963981110147,3.79149328914109,0
"6533",217,0.652130129747093,4.07501869114349,5.32751752484889,2.29732047567196,0
"6534",453,0.734877657843754,1.83171262517571,4.42242502037063,6.3849897895337,1
"6535",420,0.58613076119218,-3.55135407004273,5.30957894926488,1.70563413245713,0
"6536",161,0.692602516850457,-2.16169941270491,3.55231251735078,0.0852447457841332,0
"6537",280,0.615312895970419,0.464661441929638,3.15549145953633,5.7075898777848,0
"6538",242,0.581869369489141,1.65614802715136,3.35004284957262,1.81416055996865,0
"6539",389,0.641717467573471,4.21173091700766,5.64199335940568,0.509208231092578,0
"6540",142,0.539036729722284,4.05519470643485,5.89291823545968,1.93055319949622,0
"6541",493,0.885443024570122,4.36661966283573,6.08056816775001,7.21223661975242,1
"6542",422,0.568269812269136,-3.5006660897634,4.76925961283131,3.36724353876214,0
"6543",291,0.976498881238513,3.2928615090088,4.57160198546342,2.96952917471184,0
"6544",487,0.947553100297228,-0.633218483079691,3.11013879937397,2.57656714676908,0
"6545",444,0.830219801398925,0.335268782055937,2.79890512796509,1.39150393569857,0
"6546",435,0.592886259080842,-0.135689266910776,3.56173148162729,1.55761201970958,0
"6547",381,0.544900270760991,-1.9981166304322,4.33829554650637,6.12427324920424,1
"6548",114,0.854364969534799,-0.526949475379661,2.38063888454825,2.04235432507078,0
"6549",315,0.788045150577091,-1.7722674565739,4.39765043271982,1.39014326362121,0
"6550",400,0.603133818367496,-0.950077096431051,3.10404595143855,1.43443691726222,0
"6551",458,0.523125372012146,3.71749824269209,5.53498989251876,2.26509487648769,0
"6552",495,0.781379146734253,3.35493697666097,6.22685049470933,1.15058502819072,0
"6553",490,0.684338902006857,-0.770049741503317,3.7517108609532,1.70630551459623,0
"6554",365,0.836657979059964,4.237781505147,5.35315033585767,0.748735330285671,0
"6555",403,0.943411395535804,2.15505056933034,3.81770120992607,1.87427430699469,0
"6556",326,0.579013268114068,3.56825228397502,5.31585010879321,2.73840735570109,0
"6557",139,0.688538714894094,0.791985889431089,4.5597795409263,1.59367886179797,0
"6558",383,0.931043608346954,4.57625283361413,6.28493718145094,1.00708349868486,0
"6559",155,0.520910963299684,-2.41723960068775,4.79774403766518,6.68899757325005,1
"6560",160,0.650052278069779,0.371912540751509,2.58972136778502,2.91263924882617,0
"6561",136,0.984609109000303,1.28969832153525,2.54238635964655,3.17113363691105,0
"6562",495,0.938121380051598,-3.59203760809032,5.5218848485013,0.0453119216239431,0
"6563",130,0.500533808721229,-3.04491465694737,5.57040362874797,2.68794625065025,0
"6564",439,0.915847087162547,1.01469321731711,4.52662286809033,3.7131464708364,0
"6565",221,0.962065231637098,0.587692917278037,2.12120356889536,0.311086519002325,0
"6566",488,0.897312096203677,3.39641585265053,5.18380249619806,5.30361028691133,0
"6567",199,0.587367817875929,-1.18144139944343,2.85919343240089,4.10515995807261,0
"6568",199,0.520322706433944,0.459142360812984,2.58436186795896,0.679037453228944,0
"6569",189,0.90417201409582,1.1688781553763,3.27860904644181,1.0630072173836,0
"6570",249,0.79604586516507,3.39292444181629,5.32805273338231,1.76841798333996,0
"6571",343,0.71466715587303,2.25174215881852,4.15995944846928,4.71708868392712,0
"6572",222,0.64799309161026,-2.69159486695426,4.27430288587601,0.129423400350186,0
"6573",318,0.985276745050214,0.608154572872445,2.75402216253472,0.422161903545798,0
"6574",439,0.663530025747605,4.20065827277722,5.77237853513619,1.02261528211679,0
"6575",341,0.756771887070499,4.36922852977878,6.68746469745139,1.26788954425483,0
"6576",407,0.656129968934692,3.33718153606169,5.70295286493182,2.38731256902087,0
"6577",225,0.789819109486416,-2.98185311412672,5.00665683255602,1.395959784706,0
"6578",189,0.723542573628947,0.709088990068995,2.94227699666675,1.63387145883032,0
"6579",451,0.847227929276414,1.89586799032986,4.59187961282133,1.18783919047127,0
"6580",182,0.50313528359402,2.61597658368992,4.09344387968543,0.090275665606575,0
"6581",362,0.9398309023818,-2.76377710258821,4.97585819588251,2.36940388960438,0
"6582",488,0.71500879584346,4.59049321383936,5.81635777801263,5.02527474317902,0
"6583",311,0.88943358999677,-0.790782345680054,3.64709649367631,1.81548393775479,0
"6584",117,0.592469695373438,1.62475573290139,3.05595835864121,1.736207330445,0
"6585",245,0.62228732323274,4.982499871857,6.40194686944582,0.1567860300194,0
"6586",384,0.659057753509842,-1.14053921264131,3.87086425429113,2.46958573486144,0
"6587",385,0.586771487491205,-0.931281527865212,2.75298535302033,1.51201385319601,0
"6588",201,0.666842835722491,2.55217944682809,3.74873289759628,2.91705878856818,0
"6589",240,0.817148428177461,2.21238772721263,4.42847701433165,2.62399309632565,0
"6590",333,0.752594906953163,4.03486788894516,5.28033496175203,1.14652448135951,0
"6591",172,0.842256603180431,-0.852932226401754,2.86562778445099,1.53611206476384,0
"6592",207,0.977778234053403,-2.11755882365396,4.250265728879,0.441316483964875,0
"6593",255,0.553602296044119,-3.91055713830283,5.76563108801549,2.82882990666268,0
"6594",421,0.626286986051127,-3.54386069491738,5.52831407668106,0.611764576639399,0
"6595",238,0.928048912552185,-3.25102222763235,4.27848994408995,4.39528471763314,0
"6596",155,0.870398741681129,-4.26372943100287,5.70792176605275,4.45519851068066,0
"6597",159,0.665993090602569,-3.3044406648376,4.2453461793538,0.716610935577015,0
"6598",205,0.55847137037199,4.06958246524446,5.81551978711036,0.600430166420201,0
"6599",483,0.862568392418325,-3.47894141620491,4.88491434754933,0.560074342905186,0
"6600",195,0.757238606573083,-2.97958286548965,4.39447819414041,0.642549592674022,0
"6601",159,0.581252992036752,-1.78266652226448,3.47237636924601,2.07941387765218,0
"6602",204,0.88709646218922,-0.379306918580551,3.2298805102581,0.402172570892191,0
"6603",416,0.525670898612589,-3.97495033922605,5.17744319787375,2.76477280343179,0
"6604",208,0.573824059450999,-3.56214807267534,5.57949458568986,1.35735431962169,0
"6605",223,0.834414224373177,4.40182191408239,6.55868806283371,0.364979547262916,0
"6606",125,0.779951636795886,0.935888730210718,3.42465733459916,0.955738522031049,0
"6607",319,0.665621436550282,-2.92313513775589,4.8998863684804,0.708903210929871,0
"6608",371,0.89752480876632,0.635389159317128,3.1820625204258,2.6767513135834,0
"6609",493,0.713731883559376,1.22392817456275,3.15543779454752,4.3846523641775,0
"6610",457,0.662377440719865,2.43609623623779,4.46654916552639,0.156655603299614,0
"6611",269,0.508246894925833,-4.04104877454229,5.69715092652452,1.42151053370318,0
"6612",147,0.965384730487131,0.325068544223905,2.52170500025617,0.610488214743119,0
"6613",216,0.69176234502811,-4.99427185556851,5.82797522902454,0.958476985239545,0
"6614",257,0.893475419492461,3.27770725270966,5.25399246300902,1.18446046333469,0
"6615",332,0.530056030955166,-3.85073993547121,6.73637700999446,3.90896763059545,0
"6616",478,0.501942237257026,-2.96406112853438,4.43753747073559,0.828902853442855,0
"6617",410,0.730652301223017,-1.42560880033998,4.22225885607863,0.408739318752134,0
"6618",451,0.635159169789404,3.09320873100078,4.53669232407929,0.262537188662563,0
"6619",468,0.857878580107354,1.75750135468552,4.55790213378132,0.127878771376769,0
"6620",427,0.769653476891108,3.80086011828389,5.92132390881146,0.667418678615689,0
"6621",475,0.842878903262317,4.07835393779678,6.04194957110827,1.29690497759509,0
"6622",356,0.99473148456309,-0.524605494807474,3.30900021520336,0.0101038274667541,0
"6623",498,0.523850517813116,-1.39766811723821,3.62251712636168,6.59994888121157,1
"6624",235,0.974015769548714,-0.315241588791832,2.24058763199009,6.07536398706839,1
"6625",389,0.918976124376059,-0.934716096823104,3.62473586739421,0.827680652274441,0
"6626",491,0.806313601904549,4.72138105017366,6.5181441267969,4.45774592722829,0
"6627",457,0.75580841221381,-2.97341569362907,5.00457294867128,6.83979996188321,1
"6628",401,0.880691784783266,0.142098317551427,2.86775258758818,3.32825098435044,0
"6629",487,0.606621120939963,-2.93635746061336,4.45030146228844,0.963223232611871,0
"6630",212,0.505496146972291,-0.978754367039073,3.19628140375635,0.0607317677903542,0
"6631",397,0.571571905980818,3.48112261026399,5.58979488506862,1.13014184258462,0
"6632",466,0.797071091714315,2.10612203874625,4.12926676735988,3.89838967564735,0
"6633",331,0.996203396935016,2.23751814425923,3.47623225273502,0.875883322567253,0
"6634",343,0.667172013781965,3.18365099298535,4.85667408827977,7.13769384665696,1
"6635",249,0.923425627173856,3.21332039290573,4.70575588320177,0.0334872033677885,0
"6636",355,0.511836023069918,-0.79218681716593,3.03289770887859,0.260505276682754,0
"6637",337,0.756143735605292,0.079918874904979,3.03487978898157,0.313680477976981,0
"6638",251,0.542509351158515,-1.54486914104782,3.79977969858544,2.41559443913282,0
"6639",256,0.834993492695503,-0.496046977851074,3.58818150388291,0.530521685158585,0
"6640",421,0.522425313014537,-0.290823623351753,4.10223358844473,2.31784387566037,0
"6641",475,0.772178526036441,3.80891597673763,5.51431759612951,8.72110150017469,1
"6642",364,0.921232876367867,2.96580429900205,5.46866568115635,0.11610427915498,0
"6643",270,0.602046618703753,4.41588049711427,5.78523835959508,2.80752384400365,0
"6644",146,0.666772527736612,0.106577175541315,2.43255765226115,1.52668400233216,0
"6645",175,0.828075254685245,-4.4464567854302,6.11495933498925,0.0950020009680587,0
"6646",325,0.914984514703974,1.53391710140277,3.50131334876028,1.04718155754069,0
"6647",181,0.843933253199793,2.87404349680291,4.8886561731918,0.69026827012373,0
"6648",425,0.574300233856775,0.818894632009324,3.01930846415349,0.907826369621825,0
